case_id,model,condition,total_motifs,discriminating_count,supporting_count,arguing_count,discriminating_ratio,supporting_ratio,expert_reasoning_index
NEJM_CPC_05_2026,openai/gpt-5.4,baseline,89,0,54,23,0.0,0.6067415730337079,0.25842696629213485
NEJM_CPC_05_2026,openai/gpt-5.4,adversarial,54,0,25,14,0.0,0.46296296296296297,0.25925925925925924
NEJM_CPC_05_2026,openai/gpt-5.4,structured,75,3,46,16,0.04,0.6133333333333333,0.25333333333333335
NEJM_CPC_05_2026,openai/gpt-5.2,baseline,61,1,38,19,0.01639344262295082,0.6229508196721312,0.32786885245901637
NEJM_CPC_05_2026,openai/gpt-5.2,adversarial,59,1,25,14,0.01694915254237288,0.423728813559322,0.2542372881355932
NEJM_CPC_05_2026,openai/gpt-5.2,structured,53,1,24,13,0.018867924528301886,0.4528301886792453,0.2641509433962264
NEJM_CPC_05_2026,anthropic/claude-sonnet-4.5,baseline,48,0,32,14,0.0,0.6666666666666666,0.2916666666666667
NEJM_CPC_05_2026,anthropic/claude-sonnet-4.5,adversarial,68,1,30,16,0.014705882352941176,0.4411764705882353,0.25
NEJM_CPC_05_2026,anthropic/claude-sonnet-4.5,structured,69,1,45,13,0.014492753623188406,0.6521739130434783,0.2028985507246377
NEJM_CPC_05_2026,anthropic/claude-opus-4.5,baseline,37,2,11,0,0.05405405405405406,0.2972972972972973,0.05405405405405406
NEJM_CPC_05_2026,anthropic/claude-opus-4.5,adversarial,47,1,26,7,0.02127659574468085,0.5531914893617021,0.1702127659574468
NEJM_CPC_05_2026,anthropic/claude-opus-4.5,structured,62,1,32,20,0.016129032258064516,0.5161290322580645,0.3387096774193548
NEJM_CPC_05_2026,google/gemini-3-pro-preview,baseline,42,2,26,8,0.047619047619047616,0.6190476190476191,0.23809523809523808
NEJM_CPC_05_2026,google/gemini-3-pro-preview,adversarial,56,0,31,16,0.0,0.5535714285714286,0.2857142857142857
NEJM_CPC_05_2026,google/gemini-3-pro-preview,structured,85,1,41,21,0.011764705882352941,0.4823529411764706,0.25882352941176473
NEJM_CPC_01_2019,openai/gpt-5.4,baseline,100,2,66,26,0.02,0.66,0.28
NEJM_CPC_01_2019,openai/gpt-5.4,adversarial,75,1,51,15,0.013333333333333334,0.68,0.21333333333333335
NEJM_CPC_01_2019,openai/gpt-5.4,structured,68,3,41,7,0.04411764705882353,0.6029411764705882,0.14705882352941177
NEJM_CPC_01_2019,openai/gpt-5.2,baseline,44,0,34,7,0.0,0.7727272727272727,0.1590909090909091
NEJM_CPC_01_2019,openai/gpt-5.2,adversarial,54,1,40,9,0.018518518518518517,0.7407407407407407,0.18518518518518517
NEJM_CPC_01_2019,openai/gpt-5.2,structured,55,3,36,3,0.05454545454545454,0.6545454545454545,0.10909090909090909
NEJM_CPC_01_2019,anthropic/claude-sonnet-4.5,baseline,49,0,38,8,0.0,0.7755102040816326,0.16326530612244897
NEJM_CPC_01_2019,anthropic/claude-sonnet-4.5,adversarial,70,2,40,4,0.02857142857142857,0.5714285714285714,0.08571428571428572
NEJM_CPC_01_2019,anthropic/claude-sonnet-4.5,structured,70,1,43,14,0.014285714285714285,0.6142857142857143,0.21428571428571427
NEJM_CPC_01_2019,anthropic/claude-opus-4.5,baseline,41,0,36,3,0.0,0.8780487804878049,0.07317073170731707
NEJM_CPC_01_2019,anthropic/claude-opus-4.5,adversarial,56,3,29,7,0.05357142857142857,0.5178571428571429,0.17857142857142858
NEJM_CPC_01_2019,anthropic/claude-opus-4.5,structured,65,3,40,5,0.046153846153846156,0.6153846153846154,0.12307692307692308
NEJM_CPC_01_2019,google/gemini-3-pro-preview,baseline,34,1,22,1,0.029411764705882353,0.6470588235294118,0.058823529411764705
NEJM_CPC_01_2019,google/gemini-3-pro-preview,adversarial,69,2,43,8,0.028985507246376812,0.6231884057971014,0.14492753623188406
NEJM_CPC_01_2019,google/gemini-3-pro-preview,structured,56,1,37,8,0.017857142857142856,0.6607142857142857,0.16071428571428573
NEJM_CPC_05_2019,openai/gpt-5.4,baseline,78,0,39,32,0.0,0.5,0.41025641025641024
NEJM_CPC_05_2019,openai/gpt-5.4,adversarial,66,1,36,22,0.015151515151515152,0.5454545454545454,0.3484848484848485
NEJM_CPC_05_2019,openai/gpt-5.4,structured,70,2,32,24,0.02857142857142857,0.45714285714285713,0.37142857142857144
NEJM_CPC_05_2019,openai/gpt-5.2,baseline,51,0,30,21,0.0,0.5882352941176471,0.4117647058823529
NEJM_CPC_05_2019,openai/gpt-5.2,structured,67,1,47,8,0.014925373134328358,0.7014925373134329,0.13432835820895522
NEJM_CPC_05_2019,anthropic/claude-sonnet-4.5,baseline,79,0,42,15,0.0,0.5316455696202531,0.189873417721519
NEJM_CPC_05_2019,anthropic/claude-sonnet-4.5,adversarial,44,0,23,8,0.0,0.5227272727272727,0.18181818181818182
NEJM_CPC_05_2019,anthropic/claude-sonnet-4.5,structured,63,1,50,6,0.015873015873015872,0.7936507936507936,0.1111111111111111
NEJM_CPC_05_2019,anthropic/claude-opus-4.5,baseline,65,0,45,14,0.0,0.6923076923076923,0.2153846153846154
NEJM_CPC_05_2019,anthropic/claude-opus-4.5,adversarial,67,1,43,17,0.014925373134328358,0.6417910447761194,0.26865671641791045
NEJM_CPC_05_2019,anthropic/claude-opus-4.5,structured,77,1,38,19,0.012987012987012988,0.4935064935064935,0.2597402597402597
NEJM_CPC_05_2019,google/gemini-3-pro-preview,baseline,40,1,20,12,0.025,0.5,0.325
NEJM_CPC_05_2019,google/gemini-3-pro-preview,structured,91,1,66,6,0.01098901098901099,0.7252747252747253,0.07692307692307693
NEJM_CPC_08_2019,openai/gpt-5.4,baseline,99,9,44,19,0.09090909090909091,0.4444444444444444,0.2828282828282828
NEJM_CPC_08_2019,openai/gpt-5.4,adversarial,51,1,35,12,0.0196078431372549,0.6862745098039216,0.2549019607843137
NEJM_CPC_08_2019,openai/gpt-5.4,structured,81,0,39,26,0.0,0.48148148148148145,0.32098765432098764
NEJM_CPC_08_2019,openai/gpt-5.2,baseline,79,0,58,18,0.0,0.7341772151898734,0.22784810126582278
NEJM_CPC_08_2019,openai/gpt-5.2,adversarial,62,2,44,9,0.03225806451612903,0.7096774193548387,0.1774193548387097
NEJM_CPC_08_2019,openai/gpt-5.2,structured,49,1,31,14,0.02040816326530612,0.6326530612244898,0.30612244897959184
NEJM_CPC_08_2019,anthropic/claude-sonnet-4.5,baseline,42,3,30,4,0.07142857142857142,0.7142857142857143,0.16666666666666666
NEJM_CPC_08_2019,anthropic/claude-sonnet-4.5,adversarial,74,0,41,21,0.0,0.5540540540540541,0.28378378378378377
NEJM_CPC_08_2019,anthropic/claude-sonnet-4.5,structured,89,3,63,12,0.033707865168539325,0.7078651685393258,0.16853932584269662
NEJM_CPC_08_2019,anthropic/claude-opus-4.5,baseline,32,0,20,9,0.0,0.625,0.28125
NEJM_CPC_08_2019,anthropic/claude-opus-4.5,adversarial,48,1,25,6,0.020833333333333332,0.5208333333333334,0.14583333333333334
NEJM_CPC_08_2019,anthropic/claude-opus-4.5,structured,54,1,32,17,0.018518518518518517,0.5925925925925926,0.3333333333333333
NEJM_CPC_08_2019,google/gemini-3-pro-preview,baseline,63,2,31,12,0.031746031746031744,0.49206349206349204,0.2222222222222222
NEJM_CPC_08_2019,google/gemini-3-pro-preview,adversarial,45,1,26,12,0.022222222222222223,0.5777777777777777,0.28888888888888886
NEJM_CPC_08_2019,google/gemini-3-pro-preview,structured,42,2,20,11,0.047619047619047616,0.47619047619047616,0.30952380952380953
NEJM_CPC_10_2019,openai/gpt-5.4,baseline,108,1,59,46,0.009259259259259259,0.5462962962962963,0.4351851851851852
NEJM_CPC_10_2019,openai/gpt-5.4,adversarial,45,1,26,15,0.022222222222222223,0.5777777777777777,0.35555555555555557
NEJM_CPC_10_2019,openai/gpt-5.4,structured,84,3,32,19,0.03571428571428571,0.38095238095238093,0.2619047619047619
NEJM_CPC_10_2019,openai/gpt-5.2,baseline,49,2,24,17,0.04081632653061224,0.4897959183673469,0.3877551020408163
NEJM_CPC_10_2019,openai/gpt-5.2,adversarial,72,2,30,18,0.027777777777777776,0.4166666666666667,0.2777777777777778
NEJM_CPC_10_2019,openai/gpt-5.2,structured,60,3,32,14,0.05,0.5333333333333333,0.2833333333333333
NEJM_CPC_10_2019,anthropic/claude-sonnet-4.5,baseline,57,1,34,17,0.017543859649122806,0.5964912280701754,0.3157894736842105
NEJM_CPC_10_2019,anthropic/claude-sonnet-4.5,adversarial,65,2,31,11,0.03076923076923077,0.47692307692307695,0.2
NEJM_CPC_10_2019,anthropic/claude-sonnet-4.5,structured,73,4,28,11,0.0547945205479452,0.3835616438356164,0.2054794520547945
NEJM_CPC_10_2019,anthropic/claude-opus-4.5,baseline,37,1,22,6,0.02702702702702703,0.5945945945945946,0.1891891891891892
NEJM_CPC_10_2019,anthropic/claude-opus-4.5,adversarial,48,1,24,15,0.020833333333333332,0.5,0.3333333333333333
NEJM_CPC_10_2019,anthropic/claude-opus-4.5,structured,60,1,34,18,0.016666666666666666,0.5666666666666667,0.31666666666666665
NEJM_CPC_10_2019,google/gemini-3-pro-preview,baseline,37,0,24,10,0.0,0.6486486486486487,0.2702702702702703
NEJM_CPC_10_2019,google/gemini-3-pro-preview,adversarial,85,3,45,19,0.03529411764705882,0.5294117647058824,0.25882352941176473
NEJM_CPC_10_2019,google/gemini-3-pro-preview,structured,40,1,21,8,0.025,0.525,0.225
NEJM_CPC_15_2019,openai/gpt-5.4,baseline,100,2,48,30,0.02,0.48,0.32
NEJM_CPC_15_2019,openai/gpt-5.4,adversarial,61,2,38,14,0.03278688524590164,0.6229508196721312,0.26229508196721313
NEJM_CPC_15_2019,openai/gpt-5.4,structured,57,3,41,12,0.05263157894736842,0.7192982456140351,0.2631578947368421
NEJM_CPC_15_2019,openai/gpt-5.2,baseline,47,1,23,12,0.02127659574468085,0.48936170212765956,0.2765957446808511
NEJM_CPC_15_2019,openai/gpt-5.2,adversarial,43,2,20,8,0.046511627906976744,0.46511627906976744,0.23255813953488372
NEJM_CPC_15_2019,openai/gpt-5.2,structured,47,1,22,7,0.02127659574468085,0.46808510638297873,0.1702127659574468
NEJM_CPC_15_2019,anthropic/claude-sonnet-4.5,baseline,45,3,23,10,0.06666666666666667,0.5111111111111111,0.28888888888888886
NEJM_CPC_15_2019,anthropic/claude-sonnet-4.5,adversarial,69,1,29,17,0.014492753623188406,0.42028985507246375,0.2608695652173913
NEJM_CPC_15_2019,anthropic/claude-sonnet-4.5,structured,76,0,34,9,0.0,0.4473684210526316,0.11842105263157894
NEJM_CPC_15_2019,anthropic/claude-opus-4.5,baseline,24,1,14,3,0.041666666666666664,0.5833333333333334,0.16666666666666666
NEJM_CPC_15_2019,anthropic/claude-opus-4.5,adversarial,53,1,28,10,0.018867924528301886,0.5283018867924528,0.20754716981132076
NEJM_CPC_15_2019,anthropic/claude-opus-4.5,structured,67,1,33,8,0.014925373134328358,0.4925373134328358,0.13432835820895522
NEJM_CPC_15_2019,google/gemini-3-pro-preview,baseline,34,2,20,6,0.058823529411764705,0.5882352941176471,0.23529411764705882
NEJM_CPC_15_2019,google/gemini-3-pro-preview,adversarial,66,3,35,9,0.045454545454545456,0.5303030303030303,0.18181818181818182
NEJM_CPC_17_2019,openai/gpt-5.4,baseline,106,2,61,34,0.018867924528301886,0.5754716981132075,0.33962264150943394
NEJM_CPC_17_2019,openai/gpt-5.4,adversarial,77,0,45,21,0.0,0.5844155844155844,0.2727272727272727
NEJM_CPC_17_2019,openai/gpt-5.4,structured,93,3,45,38,0.03225806451612903,0.4838709677419355,0.44086021505376344
NEJM_CPC_17_2019,openai/gpt-5.2,baseline,99,4,66,19,0.04040404040404041,0.6666666666666666,0.23232323232323232
NEJM_CPC_17_2019,openai/gpt-5.2,adversarial,56,0,36,5,0.0,0.6428571428571429,0.08928571428571429
NEJM_CPC_17_2019,openai/gpt-5.2,structured,46,3,21,9,0.06521739130434782,0.45652173913043476,0.2608695652173913
NEJM_CPC_17_2019,anthropic/claude-sonnet-4.5,baseline,59,1,39,17,0.01694915254237288,0.6610169491525424,0.3050847457627119
NEJM_CPC_17_2019,anthropic/claude-sonnet-4.5,adversarial,60,3,29,11,0.05,0.48333333333333334,0.23333333333333334
NEJM_CPC_17_2019,anthropic/claude-sonnet-4.5,structured,100,1,68,18,0.01,0.68,0.19
NEJM_CPC_17_2019,anthropic/claude-opus-4.5,baseline,41,0,31,4,0.0,0.7560975609756098,0.0975609756097561
NEJM_CPC_17_2019,anthropic/claude-opus-4.5,adversarial,57,1,39,14,0.017543859649122806,0.6842105263157895,0.2631578947368421
NEJM_CPC_17_2019,anthropic/claude-opus-4.5,structured,80,1,52,12,0.0125,0.65,0.1625
NEJM_CPC_17_2019,google/gemini-3-pro-preview,baseline,47,0,36,4,0.0,0.7659574468085106,0.0851063829787234
NEJM_CPC_17_2019,google/gemini-3-pro-preview,structured,71,2,45,8,0.028169014084507043,0.6338028169014085,0.14084507042253522
NEJM_CPC_39_1993,openai/gpt-5.4,baseline,64,0,48,16,0.0,0.75,0.25
NEJM_CPC_39_1993,openai/gpt-5.4,adversarial,52,1,32,13,0.019230769230769232,0.6153846153846154,0.2692307692307692
NEJM_CPC_39_1993,openai/gpt-5.4,structured,65,3,40,7,0.046153846153846156,0.6153846153846154,0.15384615384615385
NEJM_CPC_39_1993,openai/gpt-5.2,baseline,45,0,33,12,0.0,0.7333333333333333,0.26666666666666666
NEJM_CPC_39_1993,openai/gpt-5.2,adversarial,51,1,32,6,0.0196078431372549,0.6274509803921569,0.13725490196078433
NEJM_CPC_39_1993,openai/gpt-5.2,structured,50,3,23,3,0.06,0.46,0.12
NEJM_CPC_39_1993,anthropic/claude-sonnet-4.5,baseline,38,1,22,13,0.02631578947368421,0.5789473684210527,0.3684210526315789
NEJM_CPC_39_1993,anthropic/claude-sonnet-4.5,adversarial,56,1,34,11,0.017857142857142856,0.6071428571428571,0.21428571428571427
NEJM_CPC_39_1993,anthropic/claude-sonnet-4.5,structured,62,3,31,10,0.04838709677419355,0.5,0.20967741935483872
NEJM_CPC_39_1993,anthropic/claude-opus-4.5,baseline,30,0,22,5,0.0,0.7333333333333333,0.16666666666666666
NEJM_CPC_39_1993,anthropic/claude-opus-4.5,adversarial,46,2,26,4,0.043478260869565216,0.5652173913043478,0.13043478260869565
NEJM_CPC_39_1993,anthropic/claude-opus-4.5,structured,48,0,29,11,0.0,0.6041666666666666,0.22916666666666666
NEJM_CPC_39_1993,google/gemini-3-pro-preview,baseline,51,1,37,11,0.0196078431372549,0.7254901960784313,0.23529411764705882
NEJM_CPC_39_1993,google/gemini-3-pro-preview,adversarial,55,1,40,6,0.01818181818181818,0.7272727272727273,0.12727272727272726
NEJM_CPC_39_1993,google/gemini-3-pro-preview,structured,44,1,33,1,0.022727272727272728,0.75,0.045454545454545456
NEJM_CPC_11_2015,openai/gpt-5.4,baseline,96,1,61,24,0.010416666666666666,0.6354166666666666,0.2604166666666667
NEJM_CPC_11_2015,openai/gpt-5.4,adversarial,56,1,19,15,0.017857142857142856,0.3392857142857143,0.2857142857142857
NEJM_CPC_11_2015,openai/gpt-5.4,structured,55,4,30,10,0.07272727272727272,0.5454545454545454,0.2545454545454545
NEJM_CPC_11_2015,openai/gpt-5.2,baseline,72,2,46,11,0.027777777777777776,0.6388888888888888,0.18055555555555555
NEJM_CPC_11_2015,openai/gpt-5.2,adversarial,41,1,18,16,0.024390243902439025,0.43902439024390244,0.4146341463414634
NEJM_CPC_11_2015,openai/gpt-5.2,structured,55,2,26,11,0.03636363636363636,0.4727272727272727,0.23636363636363636
NEJM_CPC_11_2015,anthropic/claude-sonnet-4.5,baseline,48,3,25,5,0.0625,0.5208333333333334,0.16666666666666666
NEJM_CPC_11_2015,anthropic/claude-sonnet-4.5,adversarial,50,1,31,6,0.02,0.62,0.14
NEJM_CPC_11_2015,anthropic/claude-sonnet-4.5,structured,87,2,56,18,0.022988505747126436,0.6436781609195402,0.22988505747126436
NEJM_CPC_11_2015,anthropic/claude-opus-4.5,baseline,27,3,10,5,0.1111111111111111,0.37037037037037035,0.2962962962962963
NEJM_CPC_11_2015,anthropic/claude-opus-4.5,adversarial,49,2,18,12,0.04081632653061224,0.3673469387755102,0.2857142857142857
NEJM_CPC_11_2015,anthropic/claude-opus-4.5,structured,61,1,29,12,0.01639344262295082,0.47540983606557374,0.21311475409836064
NEJM_CPC_11_2015,google/gemini-3-pro-preview,baseline,35,1,19,8,0.02857142857142857,0.5428571428571428,0.2571428571428571
NEJM_CPC_11_2015,google/gemini-3-pro-preview,adversarial,53,2,27,12,0.03773584905660377,0.5094339622641509,0.2641509433962264
NEJM_CPC_11_2015,google/gemini-3-pro-preview,structured,58,2,23,7,0.034482758620689655,0.39655172413793105,0.15517241379310345
NEJM_CPC_29_2014,openai/gpt-5.4,baseline,75,3,54,14,0.04,0.72,0.22666666666666666
NEJM_CPC_29_2014,openai/gpt-5.4,adversarial,53,0,26,18,0.0,0.49056603773584906,0.33962264150943394
NEJM_CPC_29_2014,openai/gpt-5.4,structured,64,2,38,14,0.03125,0.59375,0.25
NEJM_CPC_29_2014,openai/gpt-5.2,baseline,47,0,27,20,0.0,0.574468085106383,0.425531914893617
NEJM_CPC_29_2014,openai/gpt-5.2,adversarial,42,2,21,11,0.047619047619047616,0.5,0.30952380952380953
NEJM_CPC_29_2014,openai/gpt-5.2,structured,66,7,23,18,0.10606060606060606,0.3484848484848485,0.3787878787878788
NEJM_CPC_29_2014,anthropic/claude-sonnet-4.5,baseline,36,0,23,13,0.0,0.6388888888888888,0.3611111111111111
NEJM_CPC_29_2014,anthropic/claude-sonnet-4.5,adversarial,51,2,32,11,0.0392156862745098,0.6274509803921569,0.2549019607843137
NEJM_CPC_29_2014,anthropic/claude-sonnet-4.5,structured,56,3,22,19,0.05357142857142857,0.39285714285714285,0.39285714285714285
NEJM_CPC_29_2014,anthropic/claude-opus-4.5,baseline,35,1,25,7,0.02857142857142857,0.7142857142857143,0.22857142857142856
NEJM_CPC_29_2014,anthropic/claude-opus-4.5,adversarial,45,1,31,7,0.022222222222222223,0.6888888888888889,0.17777777777777778
NEJM_CPC_29_2014,anthropic/claude-opus-4.5,structured,45,0,33,11,0.0,0.7333333333333333,0.24444444444444444
NEJM_CPC_29_2014,google/gemini-3-pro-preview,baseline,22,0,15,7,0.0,0.6818181818181818,0.3181818181818182
NEJM_CPC_29_2014,google/gemini-3-pro-preview,adversarial,40,0,28,10,0.0,0.7,0.25
NEJM_CPC_29_2014,google/gemini-3-pro-preview,structured,57,2,33,14,0.03508771929824561,0.5789473684210527,0.2807017543859649
NEJM_CPC_36_2013,openai/gpt-5.4,baseline,106,2,49,33,0.018867924528301886,0.46226415094339623,0.330188679245283
NEJM_CPC_36_2013,openai/gpt-5.4,adversarial,67,1,47,11,0.014925373134328358,0.7014925373134329,0.1791044776119403
NEJM_CPC_36_2013,openai/gpt-5.4,structured,95,1,55,25,0.010526315789473684,0.5789473684210527,0.2736842105263158
NEJM_CPC_36_2013,openai/gpt-5.2,baseline,81,1,38,24,0.012345679012345678,0.4691358024691358,0.30864197530864196
NEJM_CPC_36_2013,openai/gpt-5.2,adversarial,66,2,37,11,0.030303030303030304,0.5606060606060606,0.19696969696969696
NEJM_CPC_36_2013,openai/gpt-5.2,structured,68,2,40,21,0.029411764705882353,0.5882352941176471,0.3382352941176471
NEJM_CPC_36_2013,anthropic/claude-sonnet-4.5,baseline,50,3,34,10,0.06,0.68,0.26
NEJM_CPC_36_2013,anthropic/claude-sonnet-4.5,adversarial,64,0,41,14,0.0,0.640625,0.21875
NEJM_CPC_36_2013,anthropic/claude-sonnet-4.5,structured,84,8,35,19,0.09523809523809523,0.4166666666666667,0.32142857142857145
NEJM_CPC_36_2013,anthropic/claude-opus-4.5,baseline,46,0,26,7,0.0,0.5652173913043478,0.15217391304347827
NEJM_CPC_36_2013,anthropic/claude-opus-4.5,adversarial,47,0,37,3,0.0,0.7872340425531915,0.06382978723404255
NEJM_CPC_36_2013,anthropic/claude-opus-4.5,structured,81,1,52,8,0.012345679012345678,0.6419753086419753,0.1111111111111111
NEJM_CPC_36_2013,google/gemini-3-pro-preview,baseline,48,1,24,15,0.020833333333333332,0.5,0.3333333333333333
NEJM_CPC_36_2013,google/gemini-3-pro-preview,adversarial,66,1,37,15,0.015151515151515152,0.5606060606060606,0.24242424242424243
NEJM_CPC_36_2013,google/gemini-3-pro-preview,structured,43,1,24,13,0.023255813953488372,0.5581395348837209,0.32558139534883723
NEJM_CPC_23_2013,openai/gpt-5.4,baseline,120,2,90,25,0.016666666666666666,0.75,0.225
NEJM_CPC_23_2013,openai/gpt-5.4,adversarial,93,2,59,20,0.021505376344086023,0.6344086021505376,0.23655913978494625
NEJM_CPC_23_2013,openai/gpt-5.4,structured,68,0,36,16,0.0,0.5294117647058824,0.23529411764705882
NEJM_CPC_23_2013,openai/gpt-5.2,adversarial,48,0,43,5,0.0,0.8958333333333334,0.10416666666666667
NEJM_CPC_23_2013,openai/gpt-5.2,structured,58,1,38,11,0.017241379310344827,0.6551724137931034,0.20689655172413793
NEJM_CPC_23_2013,anthropic/claude-sonnet-4.5,baseline,54,0,43,11,0.0,0.7962962962962963,0.2037037037037037
NEJM_CPC_23_2013,anthropic/claude-sonnet-4.5,structured,64,2,37,14,0.03125,0.578125,0.25
NEJM_CPC_23_2013,anthropic/claude-opus-4.5,baseline,40,2,33,1,0.05,0.825,0.075
NEJM_CPC_23_2013,anthropic/claude-opus-4.5,adversarial,46,0,30,7,0.0,0.6521739130434783,0.15217391304347827
NEJM_CPC_23_2013,anthropic/claude-opus-4.5,structured,65,1,39,13,0.015384615384615385,0.6,0.2153846153846154
NEJM_CPC_23_2013,google/gemini-3-pro-preview,baseline,51,1,35,10,0.0196078431372549,0.6862745098039216,0.21568627450980393
NEJM_CPC_23_2013,google/gemini-3-pro-preview,adversarial,55,2,34,10,0.03636363636363636,0.6181818181818182,0.21818181818181817
NEJM_CPC_23_2013,google/gemini-3-pro-preview,structured,76,1,51,13,0.013157894736842105,0.6710526315789473,0.18421052631578946
NEJM_CPC_20_2013,openai/gpt-5.4,baseline,105,0,63,38,0.0,0.6,0.3619047619047619
NEJM_CPC_20_2013,openai/gpt-5.4,adversarial,64,1,29,22,0.015625,0.453125,0.359375
NEJM_CPC_20_2013,openai/gpt-5.4,structured,61,5,32,19,0.08196721311475409,0.5245901639344263,0.39344262295081966
NEJM_CPC_20_2013,openai/gpt-5.2,baseline,75,0,34,27,0.0,0.4533333333333333,0.36
NEJM_CPC_20_2013,openai/gpt-5.2,adversarial,43,0,32,9,0.0,0.7441860465116279,0.20930232558139536
NEJM_CPC_20_2013,openai/gpt-5.2,structured,79,0,39,22,0.0,0.4936708860759494,0.27848101265822783
NEJM_CPC_20_2013,anthropic/claude-sonnet-4.5,baseline,59,0,45,13,0.0,0.7627118644067796,0.22033898305084745
NEJM_CPC_20_2013,anthropic/claude-sonnet-4.5,adversarial,56,1,30,6,0.017857142857142856,0.5357142857142857,0.125
NEJM_CPC_20_2013,anthropic/claude-sonnet-4.5,structured,56,2,25,12,0.03571428571428571,0.44642857142857145,0.25
NEJM_CPC_20_2013,anthropic/claude-opus-4.5,baseline,59,2,33,12,0.03389830508474576,0.559322033898305,0.23728813559322035
NEJM_CPC_20_2013,anthropic/claude-opus-4.5,structured,68,1,40,17,0.014705882352941176,0.5882352941176471,0.2647058823529412
NEJM_CPC_20_2013,google/gemini-3-pro-preview,adversarial,42,0,29,13,0.0,0.6904761904761905,0.30952380952380953
NEJM_CPC_20_2013,google/gemini-3-pro-preview,structured,56,1,28,9,0.017857142857142856,0.5,0.17857142857142858
NEJM_CPC_39_2010,openai/gpt-5.4,structured,57,1,31,14,0.017543859649122806,0.543859649122807,0.2631578947368421
NEJM_CPC_39_2010,openai/gpt-5.2,baseline,71,0,53,16,0.0,0.7464788732394366,0.22535211267605634
NEJM_CPC_39_2010,openai/gpt-5.2,adversarial,50,2,22,16,0.04,0.44,0.36
NEJM_CPC_39_2010,openai/gpt-5.2,structured,50,3,29,8,0.06,0.58,0.22
